Date,DateID,Day,Month,Year
2010-12-01 12:35:00,49,1,12,2010
2010-12-01 12:36:00,50,1,12,2010
2010-12-01 12:38:00,51,1,12,2010
2010-12-01 12:40:00,52,1,12,2010
2010-12-01 12:43:00,53,1,12,2010
2010-12-01 12:48:00,54,1,12,2010
2010-12-01 12:49:00,55,1,12,2010
2010-12-01 12:50:00,56,1,12,2010
2010-12-01 12:51:00,57,1,12,2010
2010-12-01 12:54:00,58,1,12,2010
2010-12-01 12:58:00,59,1,12,2010
2010-12-01 13:04:00,60,1,12,2010
2010-12-01 13:17:00,61,1,12,2010
2010-12-01 13:20:00,62,1,12,2010
2010-12-01 13:21:00,63,1,12,2010
2010-12-01 13:23:00,64,1,12,2010
2010-12-01 13:24:00,65,1,12,2010
2010-12-01 13:31:00,66,1,12,2010
2010-12-01 13:33:00,67,1,12,2010
2010-12-01 13:38:00,68,1,12,2010
2010-12-01 13:45:00,69,1,12,2010
2010-12-01 13:51:00,70,1,12,2010
2010-12-01 13:54:00,71,1,12,2010
2010-12-01 14:03:00,72,1,12,2010
2010-12-01 14:05:00,73,1,12,2010
2010-12-01 14:11:00,74,1,12,2010
2010-12-01 14:34:00,75,1,12,2010
2010-12-01 14:38:00,76,1,12,2010
2010-12-01 14:41:00,77,1,12,2010
2010-12-01 14:54:00,78,1,12,2010
2010-12-01 15:00:00,79,1,12,2010
2010-12-01 15:06:00,80,1,12,2010
2010-12-01 15:08:00,81,1,12,2010
2010-12-01 15:21:00,82,1,12,2010
2010-12-01 15:27:00,83,1,12,2010
2010-12-01 15:28:00,84,1,12,2010
2010-12-01 15:35:00,85,1,12,2010
2010-12-01 15:37:00,86,1,12,2010
2010-12-01 15:40:00,87,1,12,2010
2010-12-01 15:45:00,88,1,12,2010
2010-12-01 15:46:00,89,1,12,2010
2010-12-01 16:01:00,90,1,12,2010
2010-12-01 16:11:00,91,1,12,2010
2010-12-01 16:13:00,92,1,12,2010
2010-12-01 16:15:00,93,1,12,2010
2010-12-01 16:16:00,94,1,12,2010
2010-12-01 16:17:00,95,1,12,2010
2010-12-01 16:19:00,96,1,12,2010
2010-12-01 16:21:00,97,1,12,2010
2010-12-01 16:22:00,98,1,12,2010
2010-12-01 16:24:00,99,1,12,2010
2010-12-01 16:25:00,100,1,12,2010
2010-12-01 16:33:00,101,1,12,2010
2010-12-01 16:49:00,102,1,12,2010
2010-12-01 16:52:00,103,1,12,2010
2010-12-01 16:57:00,104,1,12,2010
2010-12-01 17:15:00,105,1,12,2010
2010-12-01 17:22:00,106,1,12,2010
2010-12-01 17:24:00,107,1,12,2010
2010-12-01 17:35:00,108,1,12,2010
2010-12-02 07:48:00,109,2,12,2010
2010-12-02 07:49:00,110,2,12,2010
2010-12-02 08:32:00,111,2,12,2010
2010-12-02 08:33:00,112,2,12,2010
2010-12-02 08:34:00,113,2,12,2010
2010-12-02 08:40:00,114,2,12,2010
2010-12-02 08:43:00,115,2,12,2010
2010-12-02 08:52:00,116,2,12,2010
2010-12-02 09:29:00,117,2,12,2010
2010-12-02 09:37:00,118,2,12,2010
2010-12-02 09:41:00,119,2,12,2010
2010-12-02 09:42:00,120,2,12,2010
2010-12-02 09:43:00,121,2,12,2010
2010-12-02 09:44:00,122,2,12,2010
2010-12-02 10:09:00,123,2,12,2010
2010-12-02 10:10:00,124,2,12,2010
2010-12-02 10:17:00,125,2,12,2010
2010-12-02 10:18:00,126,2,12,2010
2010-12-02 10:27:00,127,2,12,2010
2010-12-02 10:35:00,128,2,12,2010
2010-12-02 10:39:00,129,2,12,2010
2010-12-02 10:45:00,130,2,12,2010
2010-12-02 10:46:00,131,2,12,2010
2010-12-02 10:53:00,132,2,12,2010
2010-12-02 10:54:00,133,2,12,2010
2010-12-02 10:55:00,134,2,12,2010
2010-12-02 10:56:00,135,2,12,2010
2010-12-02 10:58:00,136,2,12,2010
2010-12-02 11:02:00,137,2,12,2010
2010-12-02 11:20:00,138,2,12,2010
2010-12-02 11:21:00,139,2,12,2010
2010-12-02 11:22:00,140,2,12,2010
2010-12-02 11:23:00,141,2,12,2010
2010-12-02 11:35:00,142,2,12,2010
2010-12-02 11:41:00,143,2,12,2010
2010-12-02 11:45:00,144,2,12,2010
2010-12-02 11:46:00,145,2,12,2010
2010-12-02 11:57:00,146,2,12,2010
2010-12-02 12:07:00,147,2,12,2010
2010-12-02 12:09:00,148,2,12,2010
2010-12-02 12:10:00,149,2,12,2010
2010-12-02 12:11:00,150,2,12,2010
2010-12-02 12:16:00,151,2,12,2010
2010-12-02 12:18:00,152,2,12,2010
2010-12-02 12:22:00,153,2,12,2010
2010-12-02 12:23:00,154,2,12,2010
2010-12-02 12:24:00,155,2,12,2010
2010-12-02 12:25:00,156,2,12,2010
2010-12-02 12:26:00,157,2,12,2010
2010-12-02 12:28:00,158,2,12,2010
2010-12-02 12:33:00,159,2,12,2010
2010-12-02 12:47:00,160,2,12,2010
2010-12-02 12:50:00,161,2,12,2010
2010-12-02 12:58:00,162,2,12,2010
2010-12-02 12:59:00,163,2,12,2010
2010-12-02 13:06:00,164,2,12,2010
2010-12-02 13:08:00,165,2,12,2010
2010-12-02 13:11:00,166,2,12,2010
2010-12-02 13:14:00,167,2,12,2010
2010-12-02 13:32:00,168,2,12,2010
2010-12-02 13:36:00,169,2,12,2010
2010-12-02 13:38:00,170,2,12,2010
2010-12-02 13:39:00,171,2,12,2010
2010-12-02 13:44:00,172,2,12,2010
2010-12-02 13:45:00,173,2,12,2010
2010-12-02 13:49:00,174,2,12,2010
2010-12-02 14:04:00,175,2,12,2010
2010-12-02 14:05:00,176,2,12,2010
2010-12-02 14:06:00,177,2,12,2010
2010-12-02 14:07:00,178,2,12,2010
2010-12-02 14:09:00,179,2,12,2010
2010-12-02 14:26:00,180,2,12,2010
2010-12-02 14:30:00,181,2,12,2010
2010-12-02 14:40:00,182,2,12,2010
2010-12-02 14:42:00,183,2,12,2010
2010-12-02 14:47:00,184,2,12,2010
2010-12-02 14:49:00,185,2,12,2010
2010-12-02 15:00:00,186,2,12,2010
2010-12-02 15:03:00,187,2,12,2010
2010-12-02 15:08:00,188,2,12,2010
2010-12-02 15:14:00,189,2,12,2010
2010-12-02 15:18:00,190,2,12,2010
2010-12-02 15:19:00,191,2,12,2010
2010-12-02 15:20:00,192,2,12,2010
2010-12-02 15:22:00,193,2,12,2010
2010-12-02 15:23:00,194,2,12,2010
2010-12-02 15:24:00,195,2,12,2010
2010-12-02 15:25:00,196,2,12,2010
2010-12-02 15:26:00,197,2,12,2010
2010-12-02 15:27:00,198,2,12,2010
2010-12-02 15:28:00,199,2,12,2010
2010-12-02 15:39:00,200,2,12,2010
2010-12-02 15:40:00,201,2,12,2010
2010-12-02 15:46:00,202,2,12,2010
2010-12-02 15:49:00,203,2,12,2010
2010-12-02 15:55:00,204,2,12,2010
2010-12-02 16:00:00,205,2,12,2010
2010-12-02 16:12:00,206,2,12,2010
2010-12-02 16:29:00,207,2,12,2010
2010-12-02 16:33:00,208,2,12,2010
2010-12-02 16:34:00,209,2,12,2010
2010-12-02 16:38:00,210,2,12,2010
2010-12-02 16:42:00,211,2,12,2010
2010-12-02 16:46:00,212,2,12,2010
2010-12-02 16:48:00,213,2,12,2010
2010-12-02 16:50:00,214,2,12,2010
2010-12-02 16:51:00,215,2,12,2010
2010-12-02 16:59:00,216,2,12,2010
2010-12-02 17:12:00,217,2,12,2010
2010-12-02 17:17:00,218,2,12,2010
2010-12-02 17:22:00,219,2,12,2010
2010-12-02 17:24:00,220,2,12,2010
2010-12-02 17:38:00,221,2,12,2010
2010-12-02 17:40:00,222,2,12,2010
2010-12-02 17:41:00,223,2,12,2010
2010-12-02 17:48:00,224,2,12,2010
2010-12-02 17:51:00,225,2,12,2010
2010-12-02 18:06:00,226,2,12,2010
2010-12-02 18:08:00,227,2,12,2010
2010-12-02 18:15:00,228,2,12,2010
2010-12-02 18:23:00,229,2,12,2010
2010-12-02 18:25:00,230,2,12,2010
2010-12-02 18:27:00,231,2,12,2010
2010-12-02 18:45:00,232,2,12,2010
2010-12-02 18:46:00,233,2,12,2010
2010-12-02 18:49:00,234,2,12,2010
2010-12-02 19:18:00,235,2,12,2010
2010-12-02 19:59:00,236,2,12,2010
2010-12-03 09:31:00,237,3,12,2010
2010-12-03 09:39:00,238,3,12,2010
2010-12-03 09:45:00,239,3,12,2010
2010-12-03 09:49:00,240,3,12,2010
2010-12-03 09:51:00,241,3,12,2010
2010-12-03 10:26:00,242,3,12,2010
2010-12-03 10:33:00,243,3,12,2010
2010-12-03 10:36:00,244,3,12,2010
2010-12-03 10:43:00,245,3,12,2010
2010-12-03 10:44:00,246,3,12,2010
2010-12-03 11:19:00,247,3,12,2010
2010-12-03 11:35:00,248,3,12,2010
2010-12-03 11:42:00,249,3,12,2010
2010-12-03 11:48:00,250,3,12,2010
2010-12-03 12:05:00,251,3,12,2010
2010-12-03 12:11:00,252,3,12,2010
2010-12-03 12:20:00,253,3,12,2010
2010-12-03 12:24:00,254,3,12,2010
2010-12-03 12:28:00,255,3,12,2010
2010-12-03 12:29:00,256,3,12,2010
2010-12-03 12:41:00,257,3,12,2010
2010-12-03 12:43:00,258,3,12,2010
2010-12-03 12:48:00,259,3,12,2010
2010-12-03 12:57:00,260,3,12,2010
2010-12-03 13:09:00,261,3,12,2010
2010-12-03 13:10:00,262,3,12,2010
2010-12-03 13:12:00,263,3,12,2010
2010-12-03 13:40:00,264,3,12,2010
2010-12-03 13:42:00,265,3,12,2010
2010-12-03 13:43:00,266,3,12,2010
2010-12-03 13:59:00,267,3,12,2010
2010-12-03 14:04:00,268,3,12,2010
2010-12-03 14:18:00,269,3,12,2010
2010-12-03 14:26:00,270,3,12,2010
2010-12-03 14:30:00,271,3,12,2010
2010-12-03 14:35:00,272,3,12,2010
2010-12-03 14:40:00,273,3,12,2010
2010-12-03 14:54:00,274,3,12,2010
2010-12-03 15:05:00,275,3,12,2010
2010-12-03 15:10:00,276,3,12,2010
2010-12-03 15:14:00,277,3,12,2010
2010-12-03 15:16:00,278,3,12,2010
2010-12-03 15:19:00,279,3,12,2010
2010-12-03 15:25:00,280,3,12,2010
2010-12-03 15:45:00,281,3,12,2010
2010-12-03 16:02:00,282,3,12,2010
2010-12-03 16:35:00,283,3,12,2010
2010-12-03 16:44:00,284,3,12,2010
2010-12-03 16:45:00,285,3,12,2010
2010-12-03 17:20:00,286,3,12,2010
2010-12-03 17:21:00,287,3,12,2010
2010-12-03 17:28:00,288,3,12,2010
2010-12-05 10:03:00,289,5,12,2010
2010-12-05 10:12:00,290,5,12,2010
2010-12-05 10:27:00,291,5,12,2010
2010-12-05 10:36:00,292,5,12,2010
2010-12-05 10:45:00,293,5,12,2010
2010-12-05 10:52:00,294,5,12,2010
2010-12-05 10:54:00,295,5,12,2010
2010-12-05 10:58:00,296,5,12,2010
2010-12-05 11:02:00,297,5,12,2010
2010-12-05 11:03:00,298,5,12,2010
2010-12-05 11:04:00,299,5,12,2010
2010-12-05 11:10:00,300,5,12,2010
2010-12-05 11:12:00,301,5,12,2010
2010-12-05 11:15:00,302,5,12,2010
2010-12-05 11:38:00,303,5,12,2010
2010-12-05 11:40:00,304,5,12,2010
2010-12-05 11:45:00,305,5,12,2010
2010-12-05 11:49:00,306,5,12,2010
2010-12-05 11:51:00,307,5,12,2010
2010-12-05 11:54:00,308,5,12,2010
2010-12-05 11:57:00,309,5,12,2010
2010-12-05 11:59:00,310,5,12,2010
2010-12-05 12:00:00,311,5,12,2010
2010-12-05 12:01:00,312,5,12,2010
2010-12-05 12:02:00,313,5,12,2010
2010-12-05 12:08:00,314,5,12,2010
2010-12-05 12:09:00,315,5,12,2010
2010-12-05 12:13:00,316,5,12,2010
2010-12-05 12:15:00,317,5,12,2010
2010-12-05 12:23:00,318,5,12,2010
2010-12-05 12:26:00,319,5,12,2010
2010-12-05 12:29:00,320,5,12,2010
2010-12-05 12:34:00,321,5,12,2010
2010-12-05 12:35:00,322,5,12,2010
2010-12-05 12:42:00,323,5,12,2010
2010-12-05 12:43:00,324,5,12,2010
2010-12-05 12:44:00,325,5,12,2010
2010-12-05 12:47:00,326,5,12,2010
2010-12-05 12:53:00,327,5,12,2010
2010-12-05 12:57:00,328,5,12,2010
2010-12-05 13:00:00,329,5,12,2010
2010-12-05 13:03:00,330,5,12,2010
2010-12-05 13:05:00,331,5,12,2010
2010-12-05 13:08:00,332,5,12,2010
2010-12-05 13:10:00,333,5,12,2010
2010-12-05 13:17:00,334,5,12,2010
2010-12-05 13:18:00,335,5,12,2010
2010-12-05 13:21:00,336,5,12,2010
2010-12-05 13:26:00,337,5,12,2010
2010-12-05 13:29:00,338,5,12,2010
2010-12-05 13:42:00,339,5,12,2010
2010-12-05 13:49:00,340,5,12,2010
2010-12-05 13:53:00,341,5,12,2010
2010-12-05 13:55:00,342,5,12,2010
2010-12-05 14:02:00,343,5,12,2010
2010-12-05 14:03:00,344,5,12,2010
2010-12-05 14:06:00,345,5,12,2010
2010-12-05 14:17:00,346,5,12,2010
2010-12-05 14:19:00,347,5,12,2010
2010-12-05 14:25:00,348,5,12,2010
2010-12-05 14:45:00,349,5,12,2010
2010-12-05 14:52:00,350,5,12,2010
2010-12-05 15:02:00,351,5,12,2010
2010-12-05 15:06:00,352,5,12,2010
2010-12-05 15:12:00,353,5,12,2010
2010-12-05 15:15:00,354,5,12,2010
2010-12-05 15:18:00,355,5,12,2010
2010-12-05 15:21:00,356,5,12,2010
2010-12-05 15:26:00,357,5,12,2010
2010-12-05 15:35:00,358,5,12,2010
2010-12-05 15:38:00,359,5,12,2010
2010-12-05 15:40:00,360,5,12,2010
2010-12-05 15:46:00,361,5,12,2010
2010-12-05 15:47:00,362,5,12,2010
2010-12-05 15:54:00,363,5,12,2010
2010-12-05 16:00:00,364,5,12,2010
2010-12-05 16:10:00,365,5,12,2010
2010-12-05 16:24:00,366,5,12,2010
2010-12-05 16:41:00,367,5,12,2010
2010-12-06 08:34:00,368,6,12,2010
2010-12-06 08:42:00,369,6,12,2010
2010-12-06 08:43:00,370,6,12,2010
2010-12-06 08:44:00,371,6,12,2010
2010-12-06 09:21:00,372,6,12,2010
2010-12-06 09:37:00,373,6,12,2010
2010-12-06 09:45:00,374,6,12,2010
2010-12-06 09:52:00,375,6,12,2010
2010-12-06 10:03:00,376,6,12,2010
2010-12-06 10:05:00,377,6,12,2010
2010-12-06 10:18:00,378,6,12,2010
2010-12-06 10:19:00,379,6,12,2010
2010-12-06 10:20:00,380,6,12,2010
2010-12-06 10:24:00,381,6,12,2010
2010-12-06 10:27:00,382,6,12,2010
2010-12-06 10:34:00,383,6,12,2010
2010-12-06 10:36:00,384,6,12,2010
2010-12-06 10:38:00,385,6,12,2010
2010-12-06 10:43:00,386,6,12,2010
2010-12-06 11:01:00,387,6,12,2010
2010-12-06 11:03:00,388,6,12,2010
2010-12-06 11:06:00,389,6,12,2010
2010-12-06 11:10:00,390,6,12,2010
2010-12-06 11:16:00,391,6,12,2010
2010-12-06 11:26:00,392,6,12,2010
2010-12-06 11:37:00,393,6,12,2010
2010-12-06 11:38:00,394,6,12,2010
2010-12-06 11:42:00,395,6,12,2010
2010-12-06 11:58:00,396,6,12,2010
2010-12-06 12:06:00,397,6,12,2010
2010-12-06 12:15:00,398,6,12,2010
2010-12-06 12:21:00,399,6,12,2010
2010-12-06 12:23:00,400,6,12,2010
2010-12-06 12:30:00,401,6,12,2010
2010-12-06 12:31:00,402,6,12,2010
2010-12-06 12:34:00,403,6,12,2010
2010-12-06 12:38:00,404,6,12,2010
2010-12-06 12:39:00,405,6,12,2010
2010-12-06 12:40:00,406,6,12,2010
2010-12-06 12:41:00,407,6,12,2010
2010-12-06 12:44:00,408,6,12,2010
2010-12-06 12:47:00,409,6,12,2010
2010-12-06 12:52:00,410,6,12,2010
2010-12-06 12:55:00,411,6,12,2010
2010-12-06 12:59:00,412,6,12,2010
2010-12-06 13:01:00,413,6,12,2010
2010-12-06 13:06:00,414,6,12,2010
2010-12-06 13:12:00,415,6,12,2010
2010-12-06 13:13:00,416,6,12,2010
2010-12-06 13:21:00,417,6,12,2010
2010-12-06 13:22:00,418,6,12,2010
2010-12-06 13:32:00,419,6,12,2010
2010-12-06 13:34:00,420,6,12,2010
2010-12-06 13:35:00,421,6,12,2010
2010-12-06 13:41:00,422,6,12,2010
2010-12-06 13:47:00,423,6,12,2010
2010-12-06 13:53:00,424,6,12,2010
2010-12-06 13:58:00,425,6,12,2010
2010-12-06 13:59:00,426,6,12,2010
2010-12-06 14:00:00,427,6,12,2010
2010-12-06 14:05:00,428,6,12,2010
2010-12-06 14:08:00,429,6,12,2010
2010-12-06 14:19:00,430,6,12,2010
2010-12-06 14:31:00,431,6,12,2010
2010-12-06 14:36:00,432,6,12,2010
2010-12-06 14:43:00,433,6,12,2010
2010-12-06 14:46:00,434,6,12,2010
2010-12-06 14:51:00,435,6,12,2010
2010-12-06 14:55:00,436,6,12,2010
2010-12-06 15:00:00,437,6,12,2010
2010-12-06 15:03:00,438,6,12,2010
2010-12-06 15:06:00,439,6,12,2010
2010-12-06 15:09:00,440,6,12,2010
2010-12-06 15:13:00,441,6,12,2010
2010-12-06 15:14:00,442,6,12,2010
2010-12-06 15:18:00,443,6,12,2010
2010-12-06 15:25:00,444,6,12,2010
2010-12-06 15:27:00,445,6,12,2010
2010-12-06 15:34:00,446,6,12,2010
2010-12-06 15:35:00,447,6,12,2010
2010-12-06 15:38:00,448,6,12,2010
2010-12-06 15:54:00,449,6,12,2010
2010-12-06 16:36:00,450,6,12,2010
2010-12-06 16:58:00,451,6,12,2010
2010-12-06 17:16:00,452,6,12,2010
2010-12-06 17:26:00,453,6,12,2010
2010-12-07 09:13:00,454,7,12,2010
2010-12-07 09:21:00,455,7,12,2010
2010-12-07 09:23:00,456,7,12,2010
2010-12-07 09:43:00,457,7,12,2010
2010-12-07 09:51:00,458,7,12,2010
2010-12-07 09:55:00,459,7,12,2010
2010-12-07 09:57:00,460,7,12,2010
2010-12-07 10:04:00,461,7,12,2010
2010-12-07 10:06:00,462,7,12,2010
2010-12-07 10:08:00,463,7,12,2010
2010-12-07 10:14:00,464,7,12,2010
2010-12-07 10:32:00,465,7,12,2010
2010-12-07 10:36:00,466,7,12,2010
2010-12-07 10:43:00,467,7,12,2010
2010-12-07 10:47:00,468,7,12,2010
2010-12-07 10:51:00,469,7,12,2010
2010-12-07 11:11:00,470,7,12,2010
2010-12-07 11:26:00,471,7,12,2010
2010-12-07 11:30:00,472,7,12,2010
2010-12-07 11:33:00,473,7,12,2010
2010-12-07 11:41:00,474,7,12,2010
2010-12-07 11:45:00,475,7,12,2010
2010-12-07 11:49:00,476,7,12,2010
2010-12-07 11:59:00,477,7,12,2010
2010-12-07 12:18:00,478,7,12,2010
2010-12-07 12:21:00,479,7,12,2010
2010-12-07 12:28:00,480,7,12,2010
2010-12-07 12:29:00,481,7,12,2010
2010-12-07 12:37:00,482,7,12,2010
2010-12-07 12:43:00,483,7,12,2010
2010-12-07 12:49:00,484,7,12,2010
2010-12-07 13:01:00,485,7,12,2010
2010-12-07 13:13:00,486,7,12,2010
2010-12-07 13:16:00,487,7,12,2010
2010-12-07 13:18:00,488,7,12,2010
2010-12-07 13:20:00,489,7,12,2010
2010-12-07 13:22:00,490,7,12,2010
2010-12-07 13:28:00,491,7,12,2010
2010-12-07 13:29:00,492,7,12,2010
2010-12-07 13:30:00,493,7,12,2010
2010-12-07 13:45:00,494,7,12,2010
2010-12-07 13:50:00,495,7,12,2010
2010-12-07 13:53:00,496,7,12,2010
2010-12-07 14:00:00,497,7,12,2010
2010-12-07 14:30:00,498,7,12,2010
2010-12-07 14:31:00,499,7,12,2010
2010-12-07 14:41:00,500,7,12,2010
2010-12-07 14:57:00,501,7,12,2010
2010-12-07 14:58:00,502,7,12,2010
2010-12-07 15:02:00,503,7,12,2010
2010-12-07 15:03:00,504,7,12,2010
2010-12-07 15:04:00,505,7,12,2010
2010-12-07 15:15:00,506,7,12,2010
2010-12-07 15:18:00,507,7,12,2010
2010-12-07 15:20:00,508,7,12,2010
2010-12-07 15:39:00,509,7,12,2010
2010-12-07 15:48:00,510,7,12,2010
2010-12-07 15:54:00,511,7,12,2010
2010-12-07 16:20:00,512,7,12,2010
2010-12-07 16:42:00,513,7,12,2010
2010-12-07 16:43:00,514,7,12,2010
2010-12-07 17:05:00,515,7,12,2010
2010-12-07 17:19:00,516,7,12,2010
2010-12-08 08:12:00,517,8,12,2010
2010-12-08 08:43:00,518,8,12,2010
2010-12-08 08:58:00,519,8,12,2010
2010-12-08 09:07:00,520,8,12,2010
2010-12-08 09:20:00,521,8,12,2010
2010-12-08 09:30:00,522,8,12,2010
2010-12-08 09:49:00,523,8,12,2010
2010-12-08 09:51:00,524,8,12,2010
2010-12-08 09:53:00,525,8,12,2010
2010-12-08 09:56:00,526,8,12,2010
2010-12-08 10:11:00,527,8,12,2010
2010-12-08 10:13:00,528,8,12,2010
2010-12-08 10:14:00,529,8,12,2010
2010-12-08 10:21:00,530,8,12,2010
2010-12-08 10:35:00,531,8,12,2010
2010-12-08 10:36:00,532,8,12,2010
2010-12-08 10:38:00,533,8,12,2010
2010-12-08 10:39:00,534,8,12,2010
2010-12-08 10:40:00,535,8,12,2010
2010-12-08 10:45:00,536,8,12,2010
2010-12-08 10:46:00,537,8,12,2010
2010-12-08 10:51:00,538,8,12,2010
2010-12-08 10:53:00,539,8,12,2010
2010-12-08 11:02:00,540,8,12,2010
2010-12-08 11:04:00,541,8,12,2010
2010-12-08 11:16:00,542,8,12,2010
2010-12-08 11:31:00,543,8,12,2010
2010-12-08 11:38:00,544,8,12,2010
2010-12-08 11:41:00,545,8,12,2010
2010-12-08 11:42:00,546,8,12,2010
2010-12-08 11:43:00,547,8,12,2010
2010-12-08 12:01:00,548,8,12,2010
2010-12-08 12:06:00,549,8,12,2010
2010-12-08 12:08:00,550,8,12,2010
2010-12-08 12:09:00,551,8,12,2010
2010-12-08 12:11:00,552,8,12,2010
2010-12-08 12:17:00,553,8,12,2010
2010-12-08 12:24:00,554,8,12,2010
2010-12-08 12:29:00,555,8,12,2010
2010-12-08 12:35:00,556,8,12,2010
2010-12-08 12:36:00,557,8,12,2010
2010-12-08 12:40:00,558,8,12,2010
2010-12-08 12:41:00,559,8,12,2010
2010-12-08 12:45:00,560,8,12,2010
2010-12-08 12:46:00,561,8,12,2010
2010-12-08 12:49:00,562,8,12,2010
2010-12-08 12:51:00,563,8,12,2010
2010-12-08 12:56:00,564,8,12,2010
2010-12-08 12:57:00,565,8,12,2010
2010-12-08 13:01:00,566,8,12,2010
2010-12-08 13:03:00,567,8,12,2010
2010-12-08 13:07:00,568,8,12,2010
2010-12-08 13:08:00,569,8,12,2010
2010-12-08 13:11:00,570,8,12,2010
2010-12-08 13:14:00,571,8,12,2010
2010-12-08 13:17:00,572,8,12,2010
2010-12-08 13:21:00,573,8,12,2010
2010-12-08 13:23:00,574,8,12,2010
2010-12-08 13:28:00,575,8,12,2010
2010-12-08 13:30:00,576,8,12,2010
2010-12-08 13:38:00,577,8,12,2010
2010-12-08 13:49:00,578,8,12,2010
2010-12-08 13:51:00,579,8,12,2010
2010-12-08 13:53:00,580,8,12,2010
2010-12-08 13:55:00,581,8,12,2010
2010-12-08 14:22:00,582,8,12,2010
2010-12-08 14:36:00,583,8,12,2010
2010-12-08 14:38:00,584,8,12,2010
2010-12-08 14:43:00,585,8,12,2010
2010-12-08 14:46:00,586,8,12,2010
2010-12-08 14:50:00,587,8,12,2010
2010-12-08 14:53:00,588,8,12,2010
2010-12-08 14:58:00,589,8,12,2010
2010-12-08 14:59:00,590,8,12,2010
2010-12-08 15:03:00,591,8,12,2010
2010-12-08 15:10:00,592,8,12,2010
2010-12-08 15:12:00,593,8,12,2010
2010-12-08 15:16:00,594,8,12,2010
2010-12-08 15:17:00,595,8,12,2010
2010-12-08 15:23:00,596,8,12,2010
2010-12-08 15:25:00,597,8,12,2010
2010-12-08 15:33:00,598,8,12,2010
2010-12-08 15:35:00,599,8,12,2010
2010-12-08 15:38:00,600,8,12,2010
2010-12-08 15:39:00,601,8,12,2010
2010-12-08 15:56:00,602,8,12,2010
2010-12-08 15:58:00,603,8,12,2010
2010-12-08 15:59:00,604,8,12,2010
2010-12-08 16:11:00,605,8,12,2010
2010-12-08 16:18:00,606,8,12,2010
2010-12-08 16:21:00,607,8,12,2010
2010-12-08 16:29:00,608,8,12,2010
2010-12-08 16:34:00,609,8,12,2010
2010-12-08 16:45:00,610,8,12,2010
2010-12-08 16:48:00,611,8,12,2010
2010-12-08 16:49:00,612,8,12,2010
2010-12-08 17:20:00,613,8,12,2010
2010-12-09 08:34:00,614,9,12,2010
2010-12-09 09:14:00,615,9,12,2010
2010-12-09 09:23:00,616,9,12,2010
2010-12-09 09:25:00,617,9,12,2010
2010-12-09 09:27:00,618,9,12,2010
2010-12-09 09:30:00,619,9,12,2010
2010-12-09 09:34:00,620,9,12,2010
2010-12-09 09:49:00,621,9,12,2010
2010-12-09 10:00:00,622,9,12,2010
2010-12-09 10:04:00,623,9,12,2010
2010-12-09 10:05:00,624,9,12,2010
2010-12-09 10:13:00,625,9,12,2010
2010-12-09 10:16:00,626,9,12,2010
2010-12-09 10:30:00,627,9,12,2010
2010-12-09 10:33:00,628,9,12,2010
2010-12-09 10:37:00,629,9,12,2010
2010-12-09 10:42:00,630,9,12,2010
2010-12-09 10:44:00,631,9,12,2010
2010-12-09 10:45:00,632,9,12,2010
2010-12-09 10:48:00,633,9,12,2010
2010-12-09 10:55:00,634,9,12,2010
